,Date,Home,Away,Win Percent Diff,WP vs. A Diff,Points Diff,Result
1216,2022-04-10,Charlotte Hornets,Washington Wizards,0.08641975308641975,0.3333333333333333,6.592592592592595,1
1217,2022-04-10,Cleveland Cavaliers,Milwaukee Bucks,-0.09413580246913578,0.3333333333333333,-7.868518518518513,1
1218,2022-04-10,Dallas Mavericks,San Antonio Spurs,0.2098765432098766,1.0,-5.320987654320987,1
1219,2022-04-10,Denver Nuggets,Los Angeles Lakers,0.19753086419753085,1.0,0.691358024691354,0
1220,2022-04-10,Houston Rockets,Atlanta Hawks,-0.2716049382716049,1.0,-4.074074074074076,0
1221,2022-04-10,LA Clippers,Oklahoma City Thunder,0.2098765432098766,0.0,4.123456790123456,1
1222,2022-04-10,Memphis Grizzlies,Boston Celtics,0.07407407407407407,-1.0,4.259259259259267,0
1223,2022-04-10,Minnesota Timberwolves,Chicago Bulls,0.012345679012345623,-1.0,4.432098765432102,0
1224,2022-04-10,New Orleans Pelicans,Golden State Warriors,-0.19753086419753085,0.0,-1.4691358024691397,0
1225,2022-04-10,New York Knicks,Toronto Raptors,-0.14814814814814814,-1.0,-3.0864197530864317,1
1226,2022-04-10,Orlando Magic,Miami Heat,-0.39506172839506176,-1.0,-6.037037037037038,1
1227,2022-04-10,Philadelphia 76ers,Detroit Pistons,0.3333333333333333,0.3333333333333333,5.024691358024697,1
1228,2022-04-10,Phoenix Suns,Sacramento Kings,0.43209876543209874,0.3333333333333333,4.666666666666671,0
1229,2022-04-10,Portland Trail Blazers,Utah Jazz,-0.25925925925925924,-1.0,-7.0864197530864175,0
1230,2022-10-18,Boston Celtics,Philadelphia 76ers,0.0,0.0,0.0,1
1231,2022-10-18,Golden State Warriors,Los Angeles Lakers,0.0,0.0,0.0,1
1232,2022-10-19,Detroit Pistons,Orlando Magic,0.0,0.0,0.0,1
1233,2022-10-19,Indiana Pacers,Washington Wizards,0.0,0.0,0.0,0
1234,2022-10-19,Atlanta Hawks,Houston Rockets,0.0,0.0,0.0,1
1235,2022-10-19,Brooklyn Nets,New Orleans Pelicans,0.0,0.0,0.0,0
1236,2022-10-19,Miami Heat,Chicago Bulls,0.0,0.0,0.0,0
1237,2022-10-19,Toronto Raptors,Cleveland Cavaliers,0.0,0.0,0.0,1
1238,2022-10-19,Memphis Grizzlies,New York Knicks,0.0,0.0,0.0,1
1239,2022-10-19,Minnesota Timberwolves,Oklahoma City Thunder,0.0,0.0,0.0,1
1240,2022-10-19,San Antonio Spurs,Charlotte Hornets,0.0,0.0,0.0,0
1241,2022-10-19,Utah Jazz,Denver Nuggets,0.0,0.0,0.0,1
1242,2022-10-19,Phoenix Suns,Dallas Mavericks,0.0,0.0,0.0,1
1243,2022-10-19,Sacramento Kings,Portland Trail Blazers,0.0,0.0,0.0,0
1244,2022-10-20,Philadelphia 76ers,Milwaukee Bucks,0.0,0.0,0.0,0
1245,2022-10-20,Los Angeles Lakers,LA Clippers,0.0,0.0,109.0,0
1246,2022-10-21,Charlotte Hornets,New Orleans Pelicans,0.0,0.0,-1.0,0
1247,2022-10-21,Indiana Pacers,San Antonio Spurs,0.0,0.0,5.0,0
1248,2022-10-21,Washington Wizards,Chicago Bulls,0.0,0.0,-2.0,1
1249,2022-10-21,Atlanta Hawks,Orlando Magic,1.0,0.0,8.0,1
1250,2022-10-21,Brooklyn Nets,Toronto Raptors,-1.0,0.0,0.0,1
1251,2022-10-21,Miami Heat,Boston Celtics,0.0,0.0,108.0,0
1252,2022-10-21,New York Knicks,Detroit Pistons,-1.0,0.0,-1.0,1
1253,2022-10-21,Houston Rockets,Memphis Grizzlies,-1.0,0.0,-8.0,0
1254,2022-10-21,Minnesota Timberwolves,Utah Jazz,0.0,0.0,-8.0,0
1255,2022-10-21,Golden State Warriors,Denver Nuggets,1.0,0.0,21.0,0
1256,2022-10-21,Portland Trail Blazers,Phoenix Suns,0.0,0.0,8.0,1
1257,2022-10-22,Philadelphia 76ers,San Antonio Spurs,-0.5,0.0,-31.5,0
1258,2022-10-22,Indiana Pacers,Detroit Pistons,-0.5,0.0,11.0,1
1259,2022-10-22,Orlando Magic,Boston Celtics,-1.0,0.0,-7.5,0
1260,2022-10-22,Miami Heat,Toronto Raptors,-0.5,0.0,-0.5,1
1261,2022-10-22,Chicago Bulls,Cleveland Cavaliers,0.5,0.0,3.0,0
1262,2022-10-22,Milwaukee Bucks,Houston Rockets,1.0,0.0,-24.5,1
1263,2022-10-22,Dallas Mavericks,Memphis Grizzlies,-1.0,0.0,-17.0,1
1264,2022-10-22,Denver Nuggets,Oklahoma City Thunder,0.5,0.0,7.0,1
1265,2022-10-22,Sacramento Kings,LA Clippers,-1.0,0.0,5.0,0
1266,2022-10-23,Los Angeles Lakers,Portland Trail Blazers,-1.0,0.0,-11.0,0
1267,2022-10-23,Atlanta Hawks,Charlotte Hornets,0.5,0.0,-8.0,0
1268,2022-10-23,Cleveland Cavaliers,Washington Wizards,-0.5,0.0,8.5,1
1269,2022-10-23,New Orleans Pelicans,Utah Jazz,0.0,0.0,-0.5,0
1270,2022-10-23,Oklahoma City Thunder,Minnesota Timberwolves,-0.5,-1.0,-8.0,0
1271,2022-10-23,Golden State Warriors,Sacramento Kings,0.5,0.0,14.5,1
1272,2022-10-23,LA Clippers,Phoenix Suns,0.5,0.0,-2.0,0
1273,2022-10-24,Philadelphia 76ers,Indiana Pacers,-0.3333333333333333,0.0,-25.16666666666667,1
1274,2022-10-24,Miami Heat,Toronto Raptors,0.0,1.0,0.6666666666666714,0
1275,2022-10-24,New York Knicks,Orlando Magic,0.5,0.0,12.0,1
1276,2022-10-24,Chicago Bulls,Boston Celtics,-0.6666666666666667,0.0,-14.5,1
1277,2022-10-24,Houston Rockets,Utah Jazz,-1.0,0.0,-14.333333333333343,1
1278,2022-10-24,Memphis Grizzlies,Brooklyn Nets,0.16666666666666663,0.0,4.833333333333329,1
1279,2022-10-24,Minnesota Timberwolves,San Antonio Spurs,0.0,0.0,1.3333333333333286,0
1280,2022-10-24,Portland Trail Blazers,Denver Nuggets,0.33333333333333337,0.0,-6.0,1
1281,2022-10-25,Washington Wizards,Detroit Pistons,0.3333333333333333,0.0,-3.666666666666657,1
1282,2022-10-25,New Orleans Pelicans,Dallas Mavericks,0.16666666666666663,0.0,4.0,1
1283,2022-10-25,Oklahoma City Thunder,LA Clippers,-0.6666666666666666,0.0,7.333333333333329,1
1284,2022-10-25,Phoenix Suns,Golden State Warriors,0.0,0.0,-15.333333333333329,1
1285,2022-10-26,Cleveland Cavaliers,Orlando Magic,0.6666666666666666,0.0,9.416666666666671,1
1286,2022-10-26,Detroit Pistons,Atlanta Hawks,-0.41666666666666663,0.0,-3.0833333333333286,0
1287,2022-10-26,New York Knicks,Charlotte Hornets,0.0,0.0,-3.3333333333333286,1
1288,2022-10-26,Toronto Raptors,Philadelphia 76ers,0.16666666666666669,0.0,0.6666666666666714,1
1289,2022-10-26,Milwaukee Bucks,Brooklyn Nets,0.6666666666666667,0.0,-6.166666666666671,1
1290,2022-10-26,Chicago Bulls,Indiana Pacers,0.25,0.0,-9.75,1
1291,2022-10-26,Minnesota Timberwolves,San Antonio Spurs,-0.25,-1.0,-1.25,1
1292,2022-10-26,Utah Jazz,Houston Rockets,0.5,-1.0,9.25,1
1293,2022-10-26,Denver Nuggets,Los Angeles Lakers,0.5,0.0,12.166666666666671,1
1294,2022-10-26,Portland Trail Blazers,Miami Heat,0.75,0.0,13.75,0
1295,2022-10-27,Brooklyn Nets,Dallas Mavericks,-0.08333333333333331,0.0,-7.666666666666671,0
1296,2022-10-27,Oklahoma City Thunder,LA Clippers,-0.25,1.0,9.0,1
1297,2022-10-27,Golden State Warriors,Miami Heat,0.09999999999999998,0.0,13.650000000000006,1
1298,2022-10-27,Sacramento Kings,Memphis Grizzlies,-0.75,0.0,-4.5,0
1299,2022-10-28,Detroit Pistons,Atlanta Hawks,-0.55,-1.0,-3.799999999999997,0
1300,2022-10-28,Orlando Magic,Charlotte Hornets,-0.5,0.0,-20.299999999999997,1
1301,2022-10-28,Boston Celtics,Cleveland Cavaliers,-0.08333333333333337,0.0,-0.25,0
1302,2022-10-28,Toronto Raptors,Philadelphia 76ers,0.35,1.0,2.299999999999997,0
1303,2022-10-28,Washington Wizards,Indiana Pacers,0.55,1.0,-5.25,0
1304,2022-10-28,Milwaukee Bucks,New York Knicks,0.25,0.0,-14.416666666666671,1
1305,2022-10-28,Minnesota Timberwolves,Los Angeles Lakers,0.6,0.0,17.150000000000006,1
1306,2022-10-28,San Antonio Spurs,Chicago Bulls,0.0,0.0,6.799999999999997,1
1307,2022-10-28,Denver Nuggets,Utah Jazz,-0.20000000000000007,-1.0,-4.3999999999999915,1
1308,2022-10-28,Phoenix Suns,New Orleans Pelicans,0.0,0.0,-6.0,1
1309,2022-10-28,Portland Trail Blazers,Houston Rockets,0.6000000000000001,0.0,3.6000000000000085,1
1310,2022-10-29,Sacramento Kings,Miami Heat,-0.3333333333333333,0.0,5.833333333333329,1
1311,2022-10-29,Charlotte Hornets,Golden State Warriors,-0.19999999999999996,0.0,-2.5999999999999943,1
1312,2022-10-29,Brooklyn Nets,Indiana Pacers,-0.1333333333333333,0.0,-4.833333333333329,0
1313,2022-10-29,Chicago Bulls,Philadelphia 76ers,0.09999999999999998,0.0,6.533333333333331,0
1314,2022-10-29,Milwaukee Bucks,Atlanta Hawks,0.19999999999999996,0.0,-6.599999999999994,1
1315,2022-10-29,Dallas Mavericks,Oklahoma City Thunder,0.09999999999999998,0.0,9.099999999999994,0
1316,2022-10-29,Utah Jazz,Memphis Grizzlies,-0.13333333333333341,0.0,-3.9666666666666686,1
1317,2022-10-30,LA Clippers,New Orleans Pelicans,-0.19999999999999996,0.0,-17.200000000000003,0
1318,2022-10-30,Boston Celtics,Washington Wizards,-0.09999999999999998,0.0,3.5,1
1319,2022-10-30,Cleveland Cavaliers,New York Knicks,0.20000000000000007,0.0,-2.799999999999997,1
1320,2022-10-30,Detroit Pistons,Golden State Warriors,-0.33333333333333337,0.0,-9.833333333333329,1
1321,2022-10-30,San Antonio Spurs,Minnesota Timberwolves,0.0,0.0,1.8333333333333286,1
1322,2022-10-30,Dallas Mavericks,Orlando Magic,0.23333333333333336,0.0,12.933333333333323,1
1323,2022-10-30,Phoenix Suns,Houston Rockets,0.6333333333333334,0.0,7.599999999999994,1
1324,2022-10-30,Los Angeles Lakers,Denver Nuggets,-0.6666666666666666,-1.0,-12.633333333333326,1
1325,2022-10-31,Charlotte Hornets,Sacramento Kings,0.3,0.0,4.299999999999997,0
1326,2022-10-31,Washington Wizards,Philadelphia 76ers,0.0,0.0,1.0,0
1327,2022-10-31,Brooklyn Nets,Indiana Pacers,-0.26190476190476186,-1.0,-5.357142857142861,1
1328,2022-10-31,Toronto Raptors,Atlanta Hawks,-0.16666666666666663,0.0,-12.333333333333343,1
1329,2022-10-31,Milwaukee Bucks,Detroit Pistons,0.7142857142857143,0.0,1.1142857142857139,1
1330,2022-10-31,Utah Jazz,Memphis Grizzlies,0.04761904761904767,1.0,-3.3333333333333286,1
1331,2022-10-31,LA Clippers,Houston Rockets,0.19047619047619047,0.0,-9.19047619047619,1
1332,2022-11-01,Brooklyn Nets,Chicago Bulls,-0.14285714285714285,0.0,1.142857142857153,0
1333,2022-11-01,Miami Heat,Golden State Warriors,-0.14285714285714285,-1.0,-10.714285714285708,1
1334,2022-11-01,Oklahoma City Thunder,Orlando Magic,0.35714285714285715,0.0,6.761904761904759,1
1335,2022-11-01,Phoenix Suns,Minnesota Timberwolves,0.261904761904762,0.0,3.5238095238095326,1
1336,2022-11-02,Cleveland Cavaliers,Boston Celtics,0.2333333333333334,1.0,2.8666666666666742,1
1337,2022-11-02,Philadelphia 76ers,Washington Wizards,0.14285714285714285,1.0,0.1428571428571388,0
1338,2022-11-02,Miami Heat,Sacramento Kings,0.041666666666666685,-1.0,-5.333333333333329,1
1339,2022-11-02,New York Knicks,Atlanta Hawks,-0.0714285714285714,0.0,1.8333333333333286,0
1340,2022-11-02,Chicago Bulls,Charlotte Hornets,0.07142857142857145,0.0,-4.875,1
1341,2022-11-02,Houston Rockets,LA Clippers,-0.30357142857142855,-1.0,7.892857142857139,0
1342,2022-11-02,Milwaukee Bucks,Detroit Pistons,0.75,1.0,1.0833333333333286,1
1343,2022-11-02,San Antonio Spurs,Toronto Raptors,0.1428571428571429,0.0,8.285714285714292,0
1344,2022-11-02,Dallas Mavericks,Utah Jazz,-0.25,0.0,0.3333333333333286,1
1345,2022-11-02,Portland Trail Blazers,Memphis Grizzlies,0.261904761904762,0.0,-2.80952380952381,0
1346,2022-11-02,Los Angeles Lakers,New Orleans Pelicans,-0.5,0.0,-13.166666666666671,1
1347,2022-11-03,Orlando Magic,Golden State Warriors,-0.25,0.0,-11.625,1
1348,2022-11-03,Oklahoma City Thunder,Denver Nuggets,0.0,-1.0,-1.2857142857142776,0
1349,2022-11-04,Detroit Pistons,Cleveland Cavaliers,-0.6349206349206349,0.0,-7.698412698412696,0
1350,2022-11-04,Indiana Pacers,Miami Heat,-0.06944444444444442,0.0,8.513888888888886,1
1351,2022-11-04,Philadelphia 76ers,New York Knicks,0.07142857142857145,0.0,-5.517857142857139,0
1352,2022-11-04,Washington Wizards,Brooklyn Nets,0.25,0.0,-1.25,0
1353,2022-11-04,Boston Celtics,Chicago Bulls,-0.05555555555555558,-1.0,3.055555555555557,1
1354,2022-11-04,Memphis Grizzlies,Charlotte Hornets,0.25,0.0,3.875,1
1355,2022-11-04,San Antonio Spurs,LA Clippers,0.125,0.0,14.75,0
1356,2022-11-04,Dallas Mavericks,Toronto Raptors,-0.0535714285714286,0.0,1.8392857142857082,1
1357,2022-11-04,New Orleans Pelicans,Golden State Warriors,0.23809523809523808,0.0,-0.49206349206347966,1
1358,2022-11-04,Minnesota Timberwolves,Milwaukee Bucks,-0.5,0.0,0.8392857142857082,0
1359,2022-11-04,Phoenix Suns,Portland Trail Blazers,0.1428571428571428,-1.0,4.285714285714292,0
1360,2022-11-04,Los Angeles Lakers,Utah Jazz,-0.38095238095238093,0.0,-8.126984126984127,0
1361,2022-11-05,Orlando Magic,Sacramento Kings,-0.06349206349206349,0.0,-4.730158730158735,0
1362,2022-11-05,Charlotte Hornets,Brooklyn Nets,0.0,0.0,-2.0,0
1363,2022-11-05,Atlanta Hawks,New Orleans Pelicans,0.0,0.0,-2.25,1
1364,2022-11-05,New York Knicks,Boston Celtics,-0.0714285714285714,0.0,-1.7142857142857082,0
1365,2022-11-05,Milwaukee Bucks,Oklahoma City Thunder,0.5,0.0,1.0,1
1366,2022-11-05,Minnesota Timberwolves,Houston Rockets,0.3333333333333333,0.0,5.7777777777777715,1
1367,2022-11-05,Denver Nuggets,San Antonio Spurs,0.06944444444444442,0.0,0.4583333333333286,1
1368,2022-11-05,Phoenix Suns,Portland Trail Blazers,0.0,-1.0,3.5,1
1369,2022-11-06,Los Angeles Lakers,Cleveland Cavaliers,-0.625,0.0,-8.0,0
1370,2022-11-06,Toronto Raptors,Chicago Bulls,0.05555555555555558,0.0,1.24444444444444,1
1371,2022-11-06,Memphis Grizzlies,Washington Wizards,0.2222222222222222,0.0,10.666666666666671,1
1372,2022-11-06,LA Clippers,Utah Jazz,-0.14444444444444438,0.0,-14.666666666666671,0
1373,2022-11-07,Charlotte Hornets,Washington Wizards,-0.10000000000000003,0.0,3.0999999999999943,0
1374,2022-11-07,Orlando Magic,Houston Rockets,0.1,0.0,2.0,0
1375,2022-11-07,Detroit Pistons,Oklahoma City Thunder,-0.2444444444444444,0.0,-3.1444444444444457,1
1376,2022-11-07,Indiana Pacers,New Orleans Pelicans,-0.11111111111111116,0.0,-2.333333333333343,1
1377,2022-11-07,Philadelphia 76ers,Phoenix Suns,-0.33333333333333337,0.0,-6.111111111111114,1
1378,2022-11-07,Atlanta Hawks,Milwaukee Bucks,-0.33333333333333337,-1.0,3.555555555555557,1
1379,2022-11-07,Miami Heat,Portland Trail Blazers,-0.2666666666666666,1.0,-1.6777777777777771,0
1380,2022-11-07,Chicago Bulls,Toronto Raptors,-0.14545454545454545,-1.0,-1.9454545454545524,1
1381,2022-11-07,Memphis Grizzlies,Boston Celtics,0.07499999999999996,0.0,-0.7750000000000057,0
1382,2022-11-07,Minnesota Timberwolves,New York Knicks,0.05555555555555558,0.0,-0.04444444444443718,0
1383,2022-11-07,San Antonio Spurs,Denver Nuggets,-0.16666666666666663,-1.0,-3.0333333333333314,0
1384,2022-11-07,Dallas Mavericks,Brooklyn Nets,0.22499999999999998,1.0,2.924999999999997,1
1385,2022-11-07,Golden State Warriors,Sacramento Kings,-0.07500000000000001,1.0,2.5250000000000057,1
1386,2022-11-07,Utah Jazz,Los Angeles Lakers,0.5050505050505051,1.0,8.808080808080803,1
1387,2022-11-07,LA Clippers,Cleveland Cavaliers,-0.38888888888888884,0.0,-13.922222222222231,1
1388,2022-11-09,Charlotte Hornets,Portland Trail Blazers,-0.42727272727272725,0.0,-0.7090909090909037,0
1389,2022-11-09,Indiana Pacers,Denver Nuggets,-0.19999999999999996,0.0,0.8999999999999915,0
1390,2022-11-09,Orlando Magic,Dallas Mavericks,-0.4848484848484848,-1.0,-1.4545454545454533,1
1391,2022-11-09,Atlanta Hawks,Utah Jazz,-0.050000000000000044,0.0,-1.75,0
1392,2022-11-09,Boston Celtics,Detroit Pistons,0.3939393939393939,0.0,9.161616161616152,1
1393,2022-11-09,Brooklyn Nets,New York Knicks,-0.13636363636363635,0.0,-4.454545454545453,1
1394,2022-11-09,Toronto Raptors,Houston Rockets,0.3636363636363636,0.0,1.5454545454545467,1
1395,2022-11-09,Chicago Bulls,New Orleans Pelicans,0.0,0.0,-7.083333333333329,0
1396,2022-11-09,Minnesota Timberwolves,Phoenix Suns,-0.24545454545454543,-1.0,1.327272727272728,0
1397,2022-11-09,Oklahoma City Thunder,Milwaukee Bucks,-0.5,-1.0,-1.7000000000000028,0
1398,2022-11-09,San Antonio Spurs,Memphis Grizzlies,-0.18181818181818182,0.0,-3.181818181818187,0
1399,2022-11-09,LA Clippers,Los Angeles Lakers,0.3454545454545454,1.0,-4.581818181818193,1
1400,2022-11-09,Sacramento Kings,Cleveland Cavaliers,-0.46666666666666673,0.0,-1.6333333333333258,1
1401,2022-11-10,Washington Wizards,Dallas Mavericks,-0.14545454545454545,0.0,-3.4000000000000057,1
1402,2022-11-10,Atlanta Hawks,Philadelphia 76ers,0.13636363636363635,0.0,8.62727272727274,1
1403,2022-11-10,Miami Heat,Charlotte Hornets,0.11363636363636365,0.0,0.0833333333333286,1
1404,2022-11-10,New Orleans Pelicans,Portland Trail Blazers,-0.18181818181818188,0.0,8.818181818181827,0
1405,2022-11-11,Boston Celtics,Denver Nuggets,-0.027272727272727337,0.0,1.2727272727272663,1
1406,2022-11-11,Orlando Magic,Phoenix Suns,-0.4772727272727273,0.0,-3.825757575757578,1
1407,2022-11-11,New York Knicks,Detroit Pistons,0.20454545454545453,1.0,4.189393939393938,1
1408,2022-11-11,Oklahoma City Thunder,Toronto Raptors,-0.21969696969696972,0.0,-0.5227272727272663,1
1409,2022-11-11,San Antonio Spurs,Milwaukee Bucks,-0.4924242424242424,0.0,0.030303030303031164,1
1410,2022-11-11,Memphis Grizzlies,Minnesota Timberwolves,0.24999999999999994,0.0,2.75,1
1411,2022-11-11,Golden State Warriors,Cleveland Cavaliers,-0.36363636363636365,0.0,0.636363636363626,1
1412,2022-11-11,Los Angeles Lakers,Sacramento Kings,-0.2181818181818182,0.0,-8.172727272727272,0
1413,2022-11-12,LA Clippers,Brooklyn Nets,0.16666666666666669,0.0,-6.0,0
1414,2022-11-12,Washington Wizards,Utah Jazz,-0.2692307692307693,0.0,-11.269230769230774,1
1415,2022-11-12,Detroit Pistons,Boston Celtics,-0.4965034965034965,-1.0,-10.7972027972028,0
1416,2022-11-12,Indiana Pacers,Toronto Raptors,-0.0839160839160839,0.0,4.96503496503496,1
1417,2022-11-12,Philadelphia 76ers,Atlanta Hawks,-0.2121212121212121,-1.0,-8.757575757575765,1
1418,2022-11-12,Miami Heat,Charlotte Hornets,0.1858974358974359,1.0,0.5192307692307736,1
1419,2022-11-12,Dallas Mavericks,Portland Trail Blazers,-0.20454545454545459,0.0,0.8257575757575779,1
1420,2022-11-12,New Orleans Pelicans,Houston Rockets,0.33333333333333337,0.0,6.0,1
1421,2022-11-13,New York Knicks,Oklahoma City Thunder,0.08333333333333331,0.0,-0.4166666666666714,0
1422,2022-11-13,Cleveland Cavaliers,Minnesota Timberwolves,0.282051282051282,0.0,2.179487179487168,0
1423,2022-11-13,Washington Wizards,Memphis Grizzlies,-0.15384615384615385,-1.0,-8.0,1
1424,2022-11-13,Philadelphia 76ers,Utah Jazz,-0.2142857142857143,0.0,-10.202380952380963,1
1425,2022-11-13,Chicago Bulls,Denver Nuggets,-0.20512820512820507,0.0,-4.948717948717942,0
1426,2022-11-13,Sacramento Kings,Golden State Warriors,0.037878787878787845,-1.0,-0.06060606060606233,1
1427,2022-11-13,Los Angeles Lakers,Brooklyn Nets,-0.29487179487179493,0.0,-2.365384615384613,1
1428,2022-11-14,Detroit Pistons,Toronto Raptors,-0.2857142857142857,0.0,-3.357142857142847,0
1429,2022-11-14,Orlando Magic,Charlotte Hornets,0.09340659340659344,1.0,1.6703296703296786,0
1430,2022-11-14,Boston Celtics,Oklahoma City Thunder,0.28846153846153844,0.0,3.1538461538461604,1
1431,2022-11-14,Miami Heat,Phoenix Suns,-0.20512820512820507,0.0,-1.961538461538467,1
1432,2022-11-14,Houston Rockets,LA Clippers,-0.3846153846153846,-1.0,6.0,0
1433,2022-11-14,Milwaukee Bucks,Atlanta Hawks,0.21794871794871795,0.0,-3.237179487179489,0
1434,2022-11-14,Golden State Warriors,San Antonio Spurs,-0.07692307692307693,0.0,2.7692307692307594,1
1435,2022-11-15,New Orleans Pelicans,Memphis Grizzlies,-0.10439560439560447,0.0,1.6758241758241752,1
1436,2022-11-15,Dallas Mavericks,LA Clippers,0.011904761904761973,0.0,5.285714285714292,1
1437,2022-11-15,Utah Jazz,New York Knicks,0.20512820512820507,0.0,2.2410256410256437,0
1438,2022-11-15,Portland Trail Blazers,San Antonio Spurs,0.26373626373626374,0.0,-2.835164835164832,1
1439,2022-11-15,Sacramento Kings,Brooklyn Nets,0.07142857142857145,0.0,6.678571428571431,1
1440,2022-11-16,Charlotte Hornets,Indiana Pacers,-0.23333333333333334,0.0,-8.399999999999991,0
1441,2022-11-16,Orlando Magic,Minnesota Timberwolves,-0.14285714285714285,0.0,-4.285714285714292,0
1442,2022-11-16,Washington Wizards,Oklahoma City Thunder,0.14285714285714285,0.0,-8.214285714285722,0
1443,2022-11-16,Atlanta Hawks,Boston Celtics,-0.12637362637362637,0.0,-3.9670329670329636,0
1444,2022-11-16,Toronto Raptors,Miami Heat,0.033333333333333326,0.0,1.219047619047629,1
1445,2022-11-16,Milwaukee Bucks,Cleveland Cavaliers,0.15384615384615385,0.0,-4.538461538461533,1
1446,2022-11-16,New Orleans Pelicans,Chicago Bulls,0.14285714285714285,1.0,5.428571428571416,1
1447,2022-11-16,Dallas Mavericks,Houston Rockets,0.47252747252747257,0.0,0.280219780219781,0
1448,2022-11-16,Denver Nuggets,New York Knicks,0.1923076923076923,0.0,2.1483516483516496,0
1449,2022-11-16,Phoenix Suns,Golden State Warriors,0.18681318681318687,1.0,-4.895604395604394,1
1450,2022-11-17,Portland Trail Blazers,Brooklyn Nets,0.3142857142857143,0.0,-0.942857142857136,0
1451,2022-11-17,Sacramento Kings,San Antonio Spurs,0.1384615384615384,0.0,7.538461538461533,1
1452,2022-11-17,LA Clippers,Detroit Pistons,0.3333333333333333,0.0,-3.5999999999999943,1
1453,2022-11-18,Washington Wizards,Miami Heat,0.06666666666666665,0.0,-1.4000000000000057,1
1454,2022-11-18,Cleveland Cavaliers,Charlotte Hornets,0.3214285714285714,0.0,5.526785714285708,1
1455,2022-11-18,Philadelphia 76ers,Milwaukee Bucks,-0.24725274725274726,-1.0,-3.72527472527473,1
1456,2022-11-18,Chicago Bulls,Orlando Magic,0.13333333333333336,0.0,0.8666666666666742,0
1457,2022-11-18,Houston Rockets,Indiana Pacers,-0.3384615384615384,0.0,-8.856410256410257,0
1458,2022-11-18,Memphis Grizzlies,Oklahoma City Thunder,0.1333333333333333,0.0,-2.666666666666657,1
1459,2022-11-18,Dallas Mavericks,Denver Nuggets,-0.07142857142857151,0.0,-7.428571428571431,1
1460,2022-11-18,New Orleans Pelicans,Boston Celtics,-0.18571428571428572,0.0,-3.2666666666666657,0
1461,2022-11-18,Utah Jazz,Phoenix Suns,-0.017857142857142905,0.0,2.848214285714292,1
1462,2022-11-18,Golden State Warriors,New York Knicks,-0.1333333333333333,0.0,3.13333333333334,1
1463,2022-11-18,Los Angeles Lakers,Detroit Pistons,0.04326923076923078,0.0,1.4086538461538396,1
1464,2022-11-19,Atlanta Hawks,Toronto Raptors,0.03749999999999998,-1.0,2.6624999999999943,1
1465,2022-11-19,Indiana Pacers,Orlando Magic,0.2589285714285714,0.0,6.821428571428569,1
1466,2022-11-19,Philadelphia 76ers,Minnesota Timberwolves,0.10476190476190472,0.0,-7.066666666666663,0
1467,2022-11-19,Portland Trail Blazers,Utah Jazz,0.019607843137254832,0.0,-7.921568627450981,0
1468,2022-11-19,LA Clippers,San Antonio Spurs,0.1875,1.0,-7.625,1
1469,2022-11-20,Phoenix Suns,New York Knicks,0.09999999999999998,0.0,1.5,1
1470,2022-11-20,Washington Wizards,Charlotte Hornets,0.3272058823529412,1.0,-1.191176470588232,1
1471,2022-11-20,Sacramento Kings,Detroit Pistons,0.39495798319327724,0.0,12.050420168067234,1
1472,2022-11-20,Brooklyn Nets,Memphis Grizzlies,-0.1875,-1.0,-3.6875,1
1473,2022-11-20,Cleveland Cavaliers,Miami Heat,0.16249999999999998,0.0,5.86666666666666,1
1474,2022-11-20,Houston Rockets,Golden State Warriors,-0.25,0.0,-9.125,0
1475,2022-11-20,Dallas Mavericks,Denver Nuggets,0.0,1.0,-5.066666666666677,0
1476,2022-11-20,Los Angeles Lakers,San Antonio Spurs,-0.06722689075630256,0.0,-0.9033613445378279,1
1477,2022-11-21,Cleveland Cavaliers,Atlanta Hawks,0.0,0.0,0.5,1
1478,2022-11-21,Indiana Pacers,Orlando Magic,0.30588235294117644,1.0,6.458823529411774,1
1479,2022-11-21,Chicago Bulls,Boston Celtics,-0.42500000000000004,0.0,-9.299999999999997,1
1480,2022-11-21,Milwaukee Bucks,Portland Trail Blazers,0.10833333333333328,0.0,1.0583333333333371,1
1481,2022-11-21,Minnesota Timberwolves,Miami Heat,0.08823529411764708,0.0,6.227941176470594,1
1482,2022-11-21,New Orleans Pelicans,Golden State Warriors,0.09191176470588236,1.0,-1.397058823529406,1
1483,2022-11-21,Oklahoma City Thunder,New York Knicks,-0.03308823529411764,1.0,3.775735294117652,0
1484,2022-11-21,LA Clippers,Utah Jazz,-0.07843137254901955,-1.0,-12.375816993464056,1
1485,2022-11-22,Philadelphia 76ers,Brooklyn Nets,0.06274509803921569,0.0,-3.580392156862743,1
1486,2022-11-22,Memphis Grizzlies,Sacramento Kings,-0.0117647058823529,1.0,-6.988235294117658,0
1487,2022-11-22,Denver Nuggets,Detroit Pistons,0.45833333333333337,0.0,4.486111111111114,0
1488,2022-11-22,Phoenix Suns,Los Angeles Lakers,0.2916666666666667,0.0,3.995833333333337,1
1489,2022-11-23,Charlotte Hornets,Philadelphia 76ers,-0.3402777777777778,0.0,1.0,1
1490,2022-11-23,Cleveland Cavaliers,Portland Trail Blazers,0.05882352941176472,0.0,5.64705882352942,1
1491,2022-11-23,Indiana Pacers,Minnesota Timberwolves,0.09558823529411764,0.0,2.518382352941174,0
