Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS
Tue Feb 6 2024,7:30p,Memphis Grizzlies,,New York Knicks,
Tue Feb 6 2024,8:00p,Minnesota Timberwolves,,Chicago Bulls,
Tue Feb 6 2024,9:00p,Oklahoma City Thunder,,Utah Jazz,
Tue Feb 6 2024,10:00p,Milwaukee Bucks,,Phoenix Suns,
Wed Feb 7 2024,7:00p,Toronto Raptors,,Charlotte Hornets,
Wed Feb 7 2024,7:00p,Golden State Warriors,,Philadelphia 76ers,
Wed Feb 7 2024,7:00p,Cleveland Cavaliers,,Washington Wizards,
Wed Feb 7 2024,7:30p,Atlanta Hawks,,Boston Celtics,
Wed Feb 7 2024,7:30p,San Antonio Spurs,,Miami Heat,
Wed Feb 7 2024,10:00p,New Orleans Pelicans,,Los Angeles Clippers,
Wed Feb 7 2024,10:00p,Detroit Pistons,,Sacramento Kings,
Thu Feb 8 2024,7:00p,Golden State Warriors,,Indiana Pacers,
Thu Feb 8 2024,7:00p,San Antonio Spurs,,Orlando Magic,
Thu Feb 8 2024,7:30p,Cleveland Cavaliers,,Brooklyn Nets,
Thu Feb 8 2024,7:30p,Dallas Mavericks,,New York Knicks,
Thu Feb 8 2024,8:00p,Chicago Bulls,,Memphis Grizzlies,
Thu Feb 8 2024,8:00p,Minnesota Timberwolves,,Milwaukee Bucks,
Thu Feb 8 2024,9:00p,Utah Jazz,,Phoenix Suns,
Thu Feb 8 2024,10:00p,Denver Nuggets,,Los Angeles Lakers,
Thu Feb 8 2024,10:00p,Detroit Pistons,,Portland Trail Blazers,
Fri Feb 9 2024,7:00p,Atlanta Hawks,,Philadelphia 76ers,
Fri Feb 9 2024,7:30p,Washington Wizards,,Boston Celtics,
Fri Feb 9 2024,7:30p,Houston Rockets,,Toronto Raptors,
Fri Feb 9 2024,8:00p,Charlotte Hornets,,Milwaukee Bucks,
Fri Feb 9 2024,10:00p,Denver Nuggets,,Sacramento Kings,
Fri Feb 9 2024,10:30p,New Orleans Pelicans,,Los Angeles Lakers,
Sat Feb 10 2024,3:00p,Oklahoma City Thunder,,Dallas Mavericks,
Sat Feb 10 2024,3:30p,Detroit Pistons,,Los Angeles Clippers,
Sat Feb 10 2024,6:00p,San Antonio Spurs,,Brooklyn Nets,
Sat Feb 10 2024,7:00p,Memphis Grizzlies,,Charlotte Hornets,
Sat Feb 10 2024,7:00p,Chicago Bulls,,Orlando Magic,
Sat Feb 10 2024,7:00p,Philadelphia 76ers,,Washington Wizards,
Sat Feb 10 2024,7:30p,Houston Rockets,,Atlanta Hawks,
Sat Feb 10 2024,7:30p,Indiana Pacers,,New York Knicks,
Sat Feb 10 2024,7:30p,Cleveland Cavaliers,,Toronto Raptors,
Sat Feb 10 2024,8:30p,Phoenix Suns,,Golden State Warriors,
Sat Feb 10 2024,10:00p,New Orleans Pelicans,,Portland Trail Blazers,
Sun Feb 11 2024,2:00p,Boston Celtics,,Miami Heat,
Sun Feb 11 2024,3:00p,Sacramento Kings,,Oklahoma City Thunder,
Mon Feb 12 2024,7:00p,Indiana Pacers,,Charlotte Hornets,
Mon Feb 12 2024,7:00p,Philadelphia 76ers,,Cleveland Cavaliers,
Mon Feb 12 2024,7:30p,Chicago Bulls,,Atlanta Hawks,
Mon Feb 12 2024,7:30p,San Antonio Spurs,,Toronto Raptors,
Mon Feb 12 2024,8:00p,New York Knicks,,Houston Rockets,
Mon Feb 12 2024,8:00p,New Orleans Pelicans,,Memphis Grizzlies,
Mon Feb 12 2024,8:00p,Denver Nuggets,,Milwaukee Bucks,
Mon Feb 12 2024,8:30p,Washington Wizards,,Dallas Mavericks,
Mon Feb 12 2024,9:00p,Golden State Warriors,,Utah Jazz,
Mon Feb 12 2024,10:30p,Minnesota Timberwolves,,Los Angeles Clippers,
Tue Feb 13 2024,7:30p,Boston Celtics,,Brooklyn Nets,
Tue Feb 13 2024,7:30p,Oklahoma City Thunder,,Orlando Magic,
Tue Feb 13 2024,8:00p,Miami Heat,,Milwaukee Bucks,
Tue Feb 13 2024,10:00p,Sacramento Kings,,Phoenix Suns,
Tue Feb 13 2024,10:00p,Minnesota Timberwolves,,Portland Trail Blazers,
Tue Feb 13 2024,10:30p,Detroit Pistons,,Los Angeles Lakers,
Wed Feb 14 2024,7:00p,Atlanta Hawks,,Charlotte Hornets,
Wed Feb 14 2024,7:00p,New York Knicks,,Orlando Magic,
Wed Feb 14 2024,7:00p,Miami Heat,,Philadelphia 76ers,
Wed Feb 14 2024,7:30p,Brooklyn Nets,,Boston Celtics,
Wed Feb 14 2024,7:30p,Chicago Bulls,,Cleveland Cavaliers,
Wed Feb 14 2024,7:30p,Indiana Pacers,,Toronto Raptors,
Wed Feb 14 2024,8:00p,Houston Rockets,,Memphis Grizzlies,
Wed Feb 14 2024,8:00p,Washington Wizards,,New Orleans Pelicans,
Wed Feb 14 2024,8:30p,San Antonio Spurs,,Dallas Mavericks,
Wed Feb 14 2024,9:00p,Sacramento Kings,,Denver Nuggets,
Wed Feb 14 2024,9:00p,Detroit Pistons,,Phoenix Suns,
Wed Feb 14 2024,9:00p,Los Angeles Lakers,,Utah Jazz,
Wed Feb 14 2024,10:00p,Los Angeles Clippers,,Golden State Warriors,
Thu Feb 15 2024,8:30p,Milwaukee Bucks,,Memphis Grizzlies,
Thu Feb 15 2024,10:00p,Minnesota Timberwolves,,Portland Trail Blazers,
Thu Feb 22 2024,7:00p,Orlando Magic,,Cleveland Cavaliers,
Thu Feb 22 2024,7:00p,Detroit Pistons,,Indiana Pacers,
Thu Feb 22 2024,7:00p,New York Knicks,,Philadelphia 76ers,
Thu Feb 22 2024,7:00p,Brooklyn Nets,,Toronto Raptors,
Thu Feb 22 2024,7:30p,Phoenix Suns,,Dallas Mavericks,
Thu Feb 22 2024,8:00p,Boston Celtics,,Chicago Bulls,
Thu Feb 22 2024,8:00p,Houston Rockets,,New Orleans Pelicans,
Thu Feb 22 2024,8:00p,Los Angeles Clippers,,Oklahoma City Thunder,
Thu Feb 22 2024,9:00p,Washington Wizards,,Denver Nuggets,
Thu Feb 22 2024,9:00p,Charlotte Hornets,,Utah Jazz,
Thu Feb 22 2024,10:00p,Los Angeles Lakers,,Golden State Warriors,
Thu Feb 22 2024,10:00p,San Antonio Spurs,,Sacramento Kings,
Fri Feb 23 2024,7:30p,Toronto Raptors,,Atlanta Hawks,
Fri Feb 23 2024,7:30p,Cleveland Cavaliers,,Philadelphia 76ers,
Fri Feb 23 2024,8:00p,Phoenix Suns,,Houston Rockets,
Fri Feb 23 2024,8:00p,Los Angeles Clippers,,Memphis Grizzlies,
Fri Feb 23 2024,8:00p,Milwaukee Bucks,,Minnesota Timberwolves,
Fri Feb 23 2024,8:00p,Washington Wizards,,Oklahoma City Thunder,
Fri Feb 23 2024,10:00p,Charlotte Hornets,,Golden State Warriors,
Fri Feb 23 2024,10:00p,Miami Heat,,New Orleans Pelicans,
Fri Feb 23 2024,10:00p,Denver Nuggets,,Portland Trail Blazers,
Fri Feb 23 2024,10:30p,San Antonio Spurs,,Los Angeles Lakers,
Sat Feb 24 2024,8:00p,Orlando Magic,,Detroit Pistons,
Sat Feb 24 2024,8:00p,Brooklyn Nets,,Minnesota Timberwolves,
Sat Feb 24 2024,8:30p,Boston Celtics,,New York Knicks,
Sun Feb 25 2024,1:00p,Milwaukee Bucks,,Philadelphia 76ers,
Sun Feb 25 2024,3:30p,Los Angeles Lakers,,Phoenix Suns,
Sun Feb 25 2024,5:00p,Dallas Mavericks,,Indiana Pacers,
Sun Feb 25 2024,6:00p,Cleveland Cavaliers,,Washington Wizards,
Sun Feb 25 2024,7:00p,Orlando Magic,,Atlanta Hawks,
Sun Feb 25 2024,7:00p,Denver Nuggets,,Golden State Warriors,
Sun Feb 25 2024,7:00p,Oklahoma City Thunder,,Houston Rockets,
Sun Feb 25 2024,7:00p,Chicago Bulls,,New Orleans Pelicans,
Sun Feb 25 2024,8:00p,San Antonio Spurs,,Utah Jazz,
Sun Feb 25 2024,9:00p,Charlotte Hornets,,Portland Trail Blazers,
Sun Feb 25 2024,9:30p,Sacramento Kings,,Los Angeles Clippers,
Mon Feb 26 2024,7:00p,New York Knicks,,Detroit Pistons,
Mon Feb 26 2024,7:00p,Toronto Raptors,,Indiana Pacers,
Mon Feb 26 2024,8:00p,Brooklyn Nets,,Memphis Grizzlies,
Mon Feb 26 2024,10:00p,Miami Heat,,Sacramento Kings,
Tue Feb 27 2024,7:00p,Dallas Mavericks,,Cleveland Cavaliers,
Tue Feb 27 2024,7:00p,Brooklyn Nets,,Orlando Magic,
Tue Feb 27 2024,7:00p,Golden State Warriors,,Washington Wizards,
Tue Feb 27 2024,7:30p,Utah Jazz,,Atlanta Hawks,
Tue Feb 27 2024,7:30p,Philadelphia 76ers,,Boston Celtics,
Tue Feb 27 2024,7:30p,San Antonio Spurs,,Minnesota Timberwolves,
Tue Feb 27 2024,7:30p,New Orleans Pelicans,,New York Knicks,
Tue Feb 27 2024,8:00p,Detroit Pistons,,Chicago Bulls,
Tue Feb 27 2024,8:00p,Charlotte Hornets,,Milwaukee Bucks,
Tue Feb 27 2024,8:00p,Houston Rockets,,Oklahoma City Thunder,
Tue Feb 27 2024,10:00p,Miami Heat,,Portland Trail Blazers,
Wed Feb 28 2024,7:00p,New Orleans Pelicans,,Indiana Pacers,
Wed Feb 28 2024,7:30p,Memphis Grizzlies,,Minnesota Timberwolves,
Wed Feb 28 2024,7:30p,Dallas Mavericks,,Toronto Raptors,
Wed Feb 28 2024,8:00p,Cleveland Cavaliers,,Chicago Bulls,
Wed Feb 28 2024,9:00p,Sacramento Kings,,Denver Nuggets,
Wed Feb 28 2024,10:00p,Los Angeles Lakers,,Los Angeles Clippers,
Thu Feb 29 2024,7:00p,Milwaukee Bucks,,Charlotte Hornets,
Thu Feb 29 2024,7:00p,Utah Jazz,,Orlando Magic,
Thu Feb 29 2024,7:30p,Atlanta Hawks,,Brooklyn Nets,
Thu Feb 29 2024,7:30p,Golden State Warriors,,New York Knicks,
Thu Feb 29 2024,8:30p,Oklahoma City Thunder,,San Antonio Spurs,
Thu Feb 29 2024,9:00p,Houston Rockets,,Phoenix Suns,
Thu Feb 29 2024,10:00p,Miami Heat,,Denver Nuggets,
Thu Feb 29 2024,10:30p,Washington Wizards,,Los Angeles Lakers,
Fri Mar 1 2024,7:00p,Cleveland Cavaliers,,Detroit Pistons,
Fri Mar 1 2024,7:00p,Charlotte Hornets,,Philadelphia 76ers,
Fri Mar 1 2024,7:30p,Dallas Mavericks,,Boston Celtics,
Fri Mar 1 2024,7:30p,Golden State Warriors,,Toronto Raptors,
Fri Mar 1 2024,8:00p,Portland Trail Blazers,,Memphis Grizzlies,
Fri Mar 1 2024,8:00p,Sacramento Kings,,Minnesota Timberwolves,
Fri Mar 1 2024,8:00p,Indiana Pacers,,New Orleans Pelicans,
Fri Mar 1 2024,10:00p,Milwaukee Bucks,,Chicago Bulls,
Fri Mar 1 2024,10:30p,Washington Wizards,,Los Angeles Clippers,
Sat Mar 2 2024,3:00p,Atlanta Hawks,,Brooklyn Nets,
Sat Mar 2 2024,5:00p,Utah Jazz,,Miami Heat,
Sat Mar 2 2024,8:00p,Portland Trail Blazers,,Memphis Grizzlies,
Sat Mar 2 2024,8:30p,Denver Nuggets,,Los Angeles Lakers,
Sat Mar 2 2024,9:00p,Houston Rockets,,Phoenix Suns,
Sun Mar 3 2024,1:00p,Philadelphia 76ers,,Dallas Mavericks,
Sun Mar 3 2024,3:30p,Golden State Warriors,,Boston Celtics,
Sun Mar 3 2024,3:30p,Los Angeles Clippers,,Minnesota Timberwolves,
Sun Mar 3 2024,6:00p,Detroit Pistons,,Orlando Magic,
Sun Mar 3 2024,6:00p,Charlotte Hornets,,Toronto Raptors,
Sun Mar 3 2024,7:00p,New York Knicks,,Cleveland Cavaliers,
Sun Mar 3 2024,7:00p,Indiana Pacers,,San Antonio Spurs,
Sun Mar 3 2024,9:30p,Oklahoma City Thunder,,Phoenix Suns,
Mon Mar 4 2024,7:30p,Memphis Grizzlies,,Brooklyn Nets,
Mon Mar 4 2024,8:00p,Los Angeles Clippers,,Milwaukee Bucks,
Mon Mar 4 2024,8:00p,Portland Trail Blazers,,Minnesota Timberwolves,
Mon Mar 4 2024,9:00p,Washington Wizards,,Utah Jazz,
Mon Mar 4 2024,10:00p,Chicago Bulls,,Sacramento Kings,
Mon Mar 4 2024,10:30p,Oklahoma City Thunder,,Los Angeles Lakers,
Tue Mar 5 2024,7:00p,Orlando Magic,,Charlotte Hornets,
Tue Mar 5 2024,7:00p,Boston Celtics,,Cleveland Cavaliers,
Tue Mar 5 2024,7:30p,Philadelphia 76ers,,Brooklyn Nets,
Tue Mar 5 2024,7:30p,Detroit Pistons,,Miami Heat,
Tue Mar 5 2024,7:30p,Atlanta Hawks,,New York Knicks,
Tue Mar 5 2024,7:30p,New Orleans Pelicans,,Toronto Raptors,
Tue Mar 5 2024,8:00p,San Antonio Spurs,,Houston Rockets,
Tue Mar 5 2024,8:30p,Indiana Pacers,,Dallas Mavericks,
Tue Mar 5 2024,10:00p,Phoenix Suns,,Denver Nuggets,
Wed Mar 6 2024,7:00p,Orlando Magic,,Washington Wizards,
Wed Mar 6 2024,7:30p,Cleveland Cavaliers,,Atlanta Hawks,
Wed Mar 6 2024,7:30p,Memphis Grizzlies,,Philadelphia 76ers,
Wed Mar 6 2024,8:00p,Los Angeles Clippers,,Houston Rockets,
Wed Mar 6 2024,9:00p,Chicago Bulls,,Utah Jazz,
Wed Mar 6 2024,10:00p,Milwaukee Bucks,,Golden State Warriors,
Wed Mar 6 2024,10:00p,Oklahoma City Thunder,,Portland Trail Blazers,
Wed Mar 6 2024,10:30p,Sacramento Kings,,Los Angeles Lakers,
Thu Mar 7 2024,7:00p,Brooklyn Nets,,Detroit Pistons,
Thu Mar 7 2024,7:00p,Minnesota Timberwolves,,Indiana Pacers,
Thu Mar 7 2024,7:30p,Miami Heat,,Dallas Mavericks,
Thu Mar 7 2024,9:00p,Toronto Raptors,,Phoenix Suns,
Thu Mar 7 2024,10:00p,Boston Celtics,,Denver Nuggets,
Thu Mar 7 2024,10:00p,Chicago Bulls,,Golden State Warriors,
Thu Mar 7 2024,10:00p,San Antonio Spurs,,Sacramento Kings,
Fri Mar 8 2024,7:00p,New Orleans Pelicans,,Philadelphia 76ers,
Fri Mar 8 2024,7:00p,Charlotte Hornets,,Washington Wizards,
Fri Mar 8 2024,7:30p,Minnesota Timberwolves,,Cleveland Cavaliers,
Fri Mar 8 2024,7:30p,Atlanta Hawks,,Memphis Grizzlies,
Fri Mar 8 2024,7:30p,Orlando Magic,,New York Knicks,
Fri Mar 8 2024,8:00p,Miami Heat,,Oklahoma City Thunder,
Fri Mar 8 2024,10:00p,Milwaukee Bucks,,Los Angeles Lakers,
Fri Mar 8 2024,10:00p,Houston Rockets,,Portland Trail Blazers,
Sat Mar 9 2024,4:00p,Chicago Bulls,,Los Angeles Clippers,
Sat Mar 9 2024,7:00p,Brooklyn Nets,,Charlotte Hornets,
Sat Mar 9 2024,7:00p,Dallas Mavericks,,Detroit Pistons,
Sat Mar 9 2024,8:30p,San Antonio Spurs,,Golden State Warriors,
Sat Mar 9 2024,8:30p,Boston Celtics,,Phoenix Suns,
Sat Mar 9 2024,10:00p,Utah Jazz,,Denver Nuggets,
Sat Mar 9 2024,10:00p,Toronto Raptors,,Portland Trail Blazers,
Sun Mar 10 2024,3:00p,Milwaukee Bucks,,Los Angeles Clippers,
Sun Mar 10 2024,6:00p,New Orleans Pelicans,,Atlanta Hawks,
Sun Mar 10 2024,6:00p,Washington Wizards,,Miami Heat,
Sun Mar 10 2024,6:00p,Philadelphia 76ers,,New York Knicks,
Sun Mar 10 2024,6:00p,Indiana Pacers,,Orlando Magic,
Sun Mar 10 2024,6:00p,Houston Rockets,,Sacramento Kings,
Sun Mar 10 2024,7:00p,Brooklyn Nets,,Cleveland Cavaliers,
Sun Mar 10 2024,7:00p,Memphis Grizzlies,,Oklahoma City Thunder,
Sun Mar 10 2024,9:30p,Minnesota Timberwolves,,Los Angeles Lakers,
Mon Mar 11 2024,7:00p,Charlotte Hornets,,Detroit Pistons,
Mon Mar 11 2024,7:30p,Phoenix Suns,,Cleveland Cavaliers,
Mon Mar 11 2024,8:00p,Dallas Mavericks,,Chicago Bulls,
Mon Mar 11 2024,8:00p,Golden State Warriors,,San Antonio Spurs,
Mon Mar 11 2024,9:00p,Toronto Raptors,,Denver Nuggets,
Mon Mar 11 2024,10:30p,Boston Celtics,,Portland Trail Blazers,
Tue Mar 12 2024,7:30p,Philadelphia 76ers,,New York Knicks,
Tue Mar 12 2024,8:00p,Washington Wizards,,Memphis Grizzlies,
Tue Mar 12 2024,8:00p,Indiana Pacers,,Oklahoma City Thunder,
Tue Mar 12 2024,8:30p,Houston Rockets,,San Antonio Spurs,
Tue Mar 12 2024,9:00p,Boston Celtics,,Utah Jazz,
Tue Mar 12 2024,10:00p,Minnesota Timberwolves,,Los Angeles Clippers,
Tue Mar 12 2024,10:00p,Milwaukee Bucks,,Sacramento Kings,
Wed Mar 13 2024,7:00p,Toronto Raptors,,Detroit Pistons,
Wed Mar 13 2024,7:00p,Brooklyn Nets,,Orlando Magic,
Wed Mar 13 2024,7:30p,Chicago Bulls,,Indiana Pacers,
Wed Mar 13 2024,7:30p,Denver Nuggets,,Miami Heat,
Wed Mar 13 2024,8:00p,Charlotte Hornets,,Memphis Grizzlies,
Wed Mar 13 2024,8:00p,Cleveland Cavaliers,,New Orleans Pelicans,
Wed Mar 13 2024,8:30p,Golden State Warriors,,Dallas Mavericks,
Wed Mar 13 2024,10:00p,Atlanta Hawks,,Portland Trail Blazers,
Wed Mar 13 2024,10:00p,Los Angeles Lakers,,Sacramento Kings,
Thu Mar 14 2024,7:30p,Phoenix Suns,,Boston Celtics,
Thu Mar 14 2024,8:00p,Los Angeles Clippers,,Chicago Bulls,
Thu Mar 14 2024,8:00p,Washington Wizards,,Houston Rockets,
Thu Mar 14 2024,8:00p,Philadelphia 76ers,,Milwaukee Bucks,
Thu Mar 14 2024,10:00p,Dallas Mavericks,,Oklahoma City Thunder,
Thu Mar 14 2024,10:00p,New York Knicks,,Portland Trail Blazers,
Fri Mar 15 2024,7:00p,Phoenix Suns,,Charlotte Hornets,
Fri Mar 15 2024,7:00p,Miami Heat,,Detroit Pistons,
Fri Mar 15 2024,7:30p,Orlando Magic,,Toronto Raptors,
Fri Mar 15 2024,8:00p,Los Angeles Clippers,,New Orleans Pelicans,
Fri Mar 15 2024,8:30p,Denver Nuggets,,San Antonio Spurs,
Fri Mar 15 2024,9:30p,Atlanta Hawks,,Utah Jazz,
Sat Mar 16 2024,5:00p,Cleveland Cavaliers,,Houston Rockets,
Sat Mar 16 2024,7:00p,Brooklyn Nets,,Indiana Pacers,
Sat Mar 16 2024,7:00p,Portland Trail Blazers,,New Orleans Pelicans,
Sat Mar 16 2024,7:00p,Charlotte Hornets,,Philadelphia 76ers,
Sat Mar 16 2024,8:00p,Washington Wizards,,Chicago Bulls,
Sat Mar 16 2024,8:00p,Oklahoma City Thunder,,Memphis Grizzlies,
Sat Mar 16 2024,8:30p,Golden State Warriors,,Los Angeles Lakers,
Sat Mar 16 2024,9:30p,Minnesota Timberwolves,,Utah Jazz,
Sat Mar 16 2024,10:00p,New York Knicks,,Sacramento Kings,
Sun Mar 17 2024,1:00p,Phoenix Suns,,Milwaukee Bucks,
Sun Mar 17 2024,3:00p,Miami Heat,,Detroit Pistons,
Sun Mar 17 2024,3:30p,Denver Nuggets,,Dallas Mavericks,
Sun Mar 17 2024,6:00p,Toronto Raptors,,Orlando Magic,
Sun Mar 17 2024,6:00p,Boston Celtics,,Washington Wizards,
Sun Mar 17 2024,7:00p,Brooklyn Nets,,San Antonio Spurs,
Sun Mar 17 2024,9:30p,Atlanta Hawks,,Los Angeles Clippers,
Mon Mar 18 2024,7:00p,Cleveland Cavaliers,,Indiana Pacers,
Mon Mar 18 2024,7:30p,Detroit Pistons,,Boston Celtics,
Mon Mar 18 2024,7:30p,Miami Heat,,Philadelphia 76ers,
Mon Mar 18 2024,8:00p,Portland Trail Blazers,,Chicago Bulls,
Mon Mar 18 2024,9:00p,Minnesota Timberwolves,,Utah Jazz,
Mon Mar 18 2024,10:00p,New York Knicks,,Golden State Warriors,
Mon Mar 18 2024,10:00p,Memphis Grizzlies,,Sacramento Kings,
Mon Mar 18 2024,10:30p,Atlanta Hawks,,Los Angeles Lakers,
Tue Mar 19 2024,7:00p,Charlotte Hornets,,Orlando Magic,
Tue Mar 19 2024,7:00p,Houston Rockets,,Washington Wizards,
Tue Mar 19 2024,7:30p,New Orleans Pelicans,,Brooklyn Nets,
Tue Mar 19 2024,8:00p,Dallas Mavericks,,San Antonio Spurs,
Tue Mar 19 2024,9:00p,Denver Nuggets,,Minnesota Timberwolves,
Wed Mar 20 2024,7:00p,Miami Heat,,Cleveland Cavaliers,
Wed Mar 20 2024,7:00p,Indiana Pacers,,Detroit Pistons,
Wed Mar 20 2024,7:30p,Milwaukee Bucks,,Boston Celtics,
Wed Mar 20 2024,7:30p,Sacramento Kings,,Toronto Raptors,
Wed Mar 20 2024,8:00p,Utah Jazz,,Oklahoma City Thunder,
Wed Mar 20 2024,10:00p,Memphis Grizzlies,,Golden State Warriors,
Wed Mar 20 2024,10:00p,Philadelphia 76ers,,Phoenix Suns,
Wed Mar 20 2024,10:00p,Los Angeles Clippers,,Portland Trail Blazers,
Thu Mar 21 2024,7:00p,New Orleans Pelicans,,Orlando Magic,
Thu Mar 21 2024,7:00p,Sacramento Kings,,Washington Wizards,
Thu Mar 21 2024,8:00p,Chicago Bulls,,Houston Rockets,
Thu Mar 21 2024,8:00p,Brooklyn Nets,,Milwaukee Bucks,
Thu Mar 21 2024,8:30p,Utah Jazz,,Dallas Mavericks,
Thu Mar 21 2024,9:00p,New York Knicks,,Denver Nuggets,
Thu Mar 21 2024,10:30p,Atlanta Hawks,,Phoenix Suns,
Fri Mar 22 2024,7:00p,Boston Celtics,,Detroit Pistons,
Fri Mar 22 2024,7:00p,Oklahoma City Thunder,,Toronto Raptors,
Fri Mar 22 2024,8:00p,New Orleans Pelicans,,Miami Heat,
Fri Mar 22 2024,8:00p,Cleveland Cavaliers,,Minnesota Timberwolves,
Fri Mar 22 2024,8:00p,Memphis Grizzlies,,San Antonio Spurs,
Fri Mar 22 2024,10:00p,Indiana Pacers,,Golden State Warriors,
Fri Mar 22 2024,10:00p,Los Angeles Clippers,,Portland Trail Blazers,
Fri Mar 22 2024,10:30p,Philadelphia 76ers,,Los Angeles Lakers,
Sat Mar 23 2024,1:00p,Brooklyn Nets,,New York Knicks,
Sat Mar 23 2024,7:00p,Sacramento Kings,,Orlando Magic,
Sat Mar 23 2024,7:30p,Charlotte Hornets,,Atlanta Hawks,
Sat Mar 23 2024,8:00p,Boston Celtics,,Chicago Bulls,
Sat Mar 23 2024,8:00p,Utah Jazz,,Houston Rockets,
Sat Mar 23 2024,8:00p,Phoenix Suns,,San Antonio Spurs,
Sat Mar 23 2024,8:00p,Toronto Raptors,,Washington Wizards,
Sat Mar 23 2024,10:00p,Denver Nuggets,,Portland Trail Blazers,
Sun Mar 24 2024,3:00p,New Orleans Pelicans,,Detroit Pistons,
Sun Mar 24 2024,3:30p,Philadelphia 76ers,,Los Angeles Clippers,
Sun Mar 24 2024,6:00p,Cleveland Cavaliers,,Miami Heat,
Sun Mar 24 2024,7:00p,Oklahoma City Thunder,,Milwaukee Bucks,
Sun Mar 24 2024,7:00p,Golden State Warriors,,Minnesota Timberwolves,
Sun Mar 24 2024,10:00p,Indiana Pacers,,Los Angeles Lakers,
Mon Mar 25 2024,7:00p,Charlotte Hornets,,Cleveland Cavaliers,
Mon Mar 25 2024,7:30p,Boston Celtics,,Atlanta Hawks,
Mon Mar 25 2024,7:30p,Detroit Pistons,,New York Knicks,
Mon Mar 25 2024,7:30p,Brooklyn Nets,,Toronto Raptors,
Mon Mar 25 2024,8:00p,Washington Wizards,,Chicago Bulls,
Mon Mar 25 2024,8:00p,Portland Trail Blazers,,Houston Rockets,
Mon Mar 25 2024,8:00p,Phoenix Suns,,San Antonio Spurs,
Mon Mar 25 2024,9:00p,Memphis Grizzlies,,Denver Nuggets,
Mon Mar 25 2024,9:00p,Dallas Mavericks,,Utah Jazz,
Mon Mar 25 2024,10:00p,Philadelphia 76ers,,Sacramento Kings,
Mon Mar 25 2024,10:30p,Indiana Pacers,,Los Angeles Clippers,
Tue Mar 26 2024,7:30p,Golden State Warriors,,Miami Heat,
Tue Mar 26 2024,7:30p,Los Angeles Lakers,,Milwaukee Bucks,
Tue Mar 26 2024,8:00p,Oklahoma City Thunder,,New Orleans Pelicans,
Tue Mar 26 2024,10:00p,Dallas Mavericks,,Sacramento Kings,
Wed Mar 27 2024,7:00p,Cleveland Cavaliers,,Charlotte Hornets,
Wed Mar 27 2024,7:00p,Golden State Warriors,,Orlando Magic,
Wed Mar 27 2024,7:00p,Brooklyn Nets,,Washington Wizards,
Wed Mar 27 2024,7:30p,Portland Trail Blazers,,Atlanta Hawks,
Wed Mar 27 2024,7:30p,Los Angeles Clippers,,Philadelphia 76ers,
Wed Mar 27 2024,7:30p,New York Knicks,,Toronto Raptors,
Wed Mar 27 2024,8:00p,Indiana Pacers,,Chicago Bulls,
Wed Mar 27 2024,8:00p,Los Angeles Lakers,,Memphis Grizzlies,
Wed Mar 27 2024,8:00p,Detroit Pistons,,Minnesota Timberwolves,
Wed Mar 27 2024,8:00p,Houston Rockets,,Oklahoma City Thunder,
Wed Mar 27 2024,9:00p,San Antonio Spurs,,Utah Jazz,
Wed Mar 27 2024,10:00p,Phoenix Suns,,Denver Nuggets,
Thu Mar 28 2024,7:30p,Boston Celtics,,Atlanta Hawks,
Thu Mar 28 2024,8:00p,Milwaukee Bucks,,New Orleans Pelicans,
Fri Mar 29 2024,7:00p,Golden State Warriors,,Charlotte Hornets,
Fri Mar 29 2024,7:00p,Los Angeles Lakers,,Indiana Pacers,
Fri Mar 29 2024,7:00p,Los Angeles Clippers,,Orlando Magic,
Fri Mar 29 2024,7:00p,Detroit Pistons,,Washington Wizards,
Fri Mar 29 2024,7:30p,Chicago Bulls,,Brooklyn Nets,
Fri Mar 29 2024,7:30p,Philadelphia 76ers,,Cleveland Cavaliers,
Fri Mar 29 2024,8:00p,Portland Trail Blazers,,Miami Heat,
Fri Mar 29 2024,8:00p,Phoenix Suns,,Oklahoma City Thunder,
Fri Mar 29 2024,8:00p,New York Knicks,,San Antonio Spurs,
Fri Mar 29 2024,9:00p,Minnesota Timberwolves,,Denver Nuggets,
Fri Mar 29 2024,9:30p,Houston Rockets,,Utah Jazz,
Fri Mar 29 2024,10:00p,Dallas Mavericks,,Sacramento Kings,
Sat Mar 30 2024,5:00p,Boston Celtics,,New Orleans Pelicans,
Sat Mar 30 2024,7:00p,Memphis Grizzlies,,Orlando Magic,
Sat Mar 30 2024,7:30p,Milwaukee Bucks,,Atlanta Hawks,
Sun Mar 31 2024,3:30p,Cleveland Cavaliers,,Denver Nuggets,
Sun Mar 31 2024,6:00p,Los Angeles Lakers,,Brooklyn Nets,
Sun Mar 31 2024,6:00p,Los Angeles Clippers,,Charlotte Hornets,
Sun Mar 31 2024,6:00p,Philadelphia 76ers,,Toronto Raptors,
Sun Mar 31 2024,6:00p,Miami Heat,,Washington Wizards,
Sun Mar 31 2024,7:00p,Dallas Mavericks,,Houston Rockets,
Sun Mar 31 2024,7:00p,Chicago Bulls,,Minnesota Timberwolves,
Sun Mar 31 2024,7:00p,Oklahoma City Thunder,,New York Knicks,
Sun Mar 31 2024,7:00p,Golden State Warriors,,San Antonio Spurs,
